raise, 5.87830295649317, 132
slate, 5.855819244109515, 146
crate, 5.835215982633283, 148
irate, 5.8327988809409055, 124
trace, 5.830429108079756, 150
arise, 5.821023459282913, 123
stare, 5.806888622249769, 133
snare, 5.7686781573259625, 132
arose, 5.767804897087285, 121
least, 5.751562008954046, 140
alert, 5.744211188991761, 131
crane, 5.741011320165296, 142
stale, 5.738263819559774, 141
saner, 5.7339985468456085, 132
alter, 5.713372336368848, 128
later, 5.70728721477478, 134
react, 5.69650707554946, 140
trade, 5.68392122181849, 136
leant, 5.683771188478658, 132
learn, 5.652071208685771, 131
roast, 5.648431350783488, 134
cater, 5.648077618641167, 139
aisle, 5.635641642534598, 120
trice, 5.634291214967142, 135
parse, 5.630156106670124, 146
scare, 5.6284085867443405, 126
saute, 5.622136469693717, 129
heart, 5.612255574516925, 141
alone, 5.6112819733074915, 124
store, 5.6107137775596, 125
alien, 5.607061114370463, 135
share, 5.605482704800805, 130
grate, 5.604721071049502, 125
trail, 5.593026690437365, 129
siren, 5.5838456735380415, 129
snore, 5.577479792805563, 130
caste, 5.571255323961438, 126
scale, 5.563910699552496, 131
atone, 5.557454213254543, 113
dealt, 5.5561641416157945, 135
train, 5.552929846847908, 137
renal, 5.55287949955674, 129
plate, 5.549894639384546, 131
spare, 5.5495714477973666, 134
clear, 5.547450519432377, 137
rinse, 5.5461852962626725, 129
trial, 5.538016935437215, 125
solar, 5.536945045928282, 118
teary, 5.535467398635831, 127
shale, 5.534500704764713, 133
glare, 5.530269109066345, 126
pearl, 5.526194184691447, 134
stole, 5.520214920281404, 119
lance, 5.517859349784822, 129
stair, 5.517320564951874, 122
sonar, 5.516082371885895, 122
canoe, 5.5147155319744305, 123
tenor, 5.512274265687144, 120
crone, 5.5115934611355115, 131
slice, 5.511094657018497, 125
taper, 5.510731078664038, 127
saint, 5.5095388110541625, 129
route, 5.5007782407848085, 118
slant, 5.492894363021004, 131
tread, 5.492115187959257, 134
cleat, 5.489422897356734, 134
hater, 5.486107120439383, 128
blare, 5.486044168394808, 132
tried, 5.481492792992091, 138
steal, 5.480910737390983, 125
rouse, 5.4738607499449135, 118
plane, 5.469476544808341, 132
paler, 5.465493640171362, 132
loser, 5.465312696390801, 115
suite, 5.4613382539027135, 130
tripe, 5.460259278266672, 124
crest, 5.4602076626769085, 124
shear, 5.455430856465422, 121
great, 5.452072779098323, 125
sauce, 5.450699755993674, 120
shire, 5.446799769446682, 124
large, 5.444680674047589, 126
tamer, 5.443269730191806, 127
stone, 5.4379150240135266, 117
noise, 5.4375535425870565, 113
adore, 5.434850993952363, 115
lapse, 5.430417867523895, 131
score, 5.430138131305711, 120
trope, 5.4292825185288764, 122
close, 5.427638071462523, 118
table, 5.424744549624117, 129
paste, 5.4233845145370765, 130
horse, 5.422079565531042, 132
shore, 5.420950425998679, 121
truce, 5.417394025205948, 134
leapt, 5.417108401326202, 126
earth, 5.415427531501214, 133
grace, 5.414855010608604, 116
risen, 5.414603745935205, 125
cause, 5.410047227701635, 112
aider, 5.401911579147158, 121
liner, 5.401809933568489, 122
drone, 5.398303867644634, 130
haste, 5.397508067929172, 125
lathe, 5.396170711055801, 116
carol, 5.390655203708902, 125
prose, 5.389757152439058, 124
yeast, 5.38828708645231, 104
brace, 5.388203150410666, 128
coast, 5.385023153746123, 115
clone, 5.382912073668943, 123
snarl, 5.38280452254446, 110
slain, 5.3820284011307695, 124
spear, 5.381130000093253, 123
place, 5.379099703719444, 128
prone, 5.374787568967703, 126
flare, 5.37335454797132, 124
beast, 5.372571022193973, 120
realm, 5.3721788480863255, 120
spire, 5.371719517051856, 128
satin, 5.367209639208001, 127
cadet, 5.366649099189519, 117
pleat, 5.366593937023637, 133
range, 5.3665155925677, 121
cairn, 5.366075447753736, 127
panel, 5.365459011308029, 124
meant, 5.364453560084483, 117
layer, 5.3610328818884545, 117
plier, 5.359925660388844, 129
leash, 5.35928624210659, 122
drape, 5.3579893128559, 122
stern, 5.35798407867892, 117
louse, 5.356282628008282, 110
urine, 5.3535896744305935, 113
yearn, 5.352975300887679, 108
ratio, 5.351355244310684, 121
coral, 5.349398416363139, 128
tonal, 5.3483065986455385, 123
slide, 5.3476857617390055, 113
snort, 5.347268488147341, 122
tribe, 5.343809559998217, 120
resin, 5.342352966321436, 123
arson, 5.341245373690036, 117
since, 5.340502960213791, 122
inert, 5.339379039559707, 117
clean, 5.3390663638644655, 126
spore, 5.338414506508409, 123
lager, 5.336683560265133, 125
talon, 5.335676270362987, 118
snail, 5.335182890284402, 124
curse, 5.33501815588245, 127
cedar, 5.33460874484071, 125
triad, 5.333485977297273, 128
baler, 5.33251658139893, 127
salon, 5.332514289752449, 116
caper, 5.330958422031459, 124
their, 5.329055629077323, 121
stage, 5.326712920670715, 106
petal, 5.3247532132302275, 128
enact, 5.323893406721709, 117
inlet, 5.3227814790789445, 117
cruel, 5.318053994587366, 115
early, 5.317580997012498, 120
trash, 5.317499986055724, 120
price, 5.317382878627211, 128
smear, 5.316396863706968, 118
nurse, 5.314949027502967, 118
laden, 5.314855326196402, 120
poise, 5.314726153781054, 122
merit, 5.310415747791618, 121
islet, 5.305513111978622, 109
inter, 5.305467880485703, 111
tease, 5.304915803648738, 107
baste, 5.30469086030445, 117
relay, 5.304386077287883, 125
spite, 5.301199133583708, 127
space, 5.298102065057976, 125
ramen, 5.297076918920412, 122
onset, 5.296696142225694, 117
heist, 5.296131550132678, 126
reach, 5.2928676118725955, 127
those, 5.292455795071536, 124
dance, 5.292143185423268, 114
safer, 5.2921022436497775, 105
cried, 5.291803470194718, 126
tapir, 5.290559548162506, 124
erase, 5.290077834352198, 101
slope, 5.289572265048201, 121
sedan, 5.285651896550588, 114
pause, 5.284753372774713, 117
feast, 5.284333574723997, 120
outer, 5.283972373822802, 118
chase, 5.283209966891616, 121
peril, 5.279773606186745, 120
haute, 5.278798676104681, 115
stein, 5.2781204549116, 118
utile, 5.278015991632349, 111
stain, 5.276000437113529, 118
tilde, 5.275795285260071, 116
slime, 5.27496976137442, 113
grade, 5.274356744723239, 122
shine, 5.272087032401769, 125
spiel, 5.270483227738668, 126
shalt, 5.270149258696772, 128
agile, 5.268849825748907, 113
false, 5.268453128915507, 116
hotel, 5.266941799498856, 113
chore, 5.2609152666414065, 122
regal, 5.260572229431375, 121
trend, 5.260065391539159, 119
eclat, 5.259340353919474, 116
water, 5.258734703802275, 117
penal, 5.258589943730716, 119
farce, 5.2582622716551395, 121
poser, 5.257489871003645, 121
shone, 5.257051780120201, 117
brine, 5.25498012024042, 121
teach, 5.254431845682402, 128
anode, 5.2537727788508475, 114
plait, 5.253211897260574, 127
heard, 5.2524325769978, 121
scone, 5.252030761335386, 115
cable, 5.251872286477452, 123
timer, 5.250122062095974, 121
borne, 5.249577627174491, 122
afire, 5.248637269328015, 104
lease, 5.247558223026975, 104
taker, 5.2475284001012845, 100
grape, 5.247309826001408, 113
droit, 5.246960013024894, 120
